feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,label,split,source_file
0.9476087513592469,0.017264092042305636,0.9715463154609135,0.9306373306891706,0.34060997859651465,0.04287164914316235,0.40334041662096204,0.2994327216723761,16.73699545285475,5.520133708059552,22.1638480564665,9.084140775144236,0.059033688035680154,0.004152176319710923,0.06422681339406426,0.05492991761982909,0.059033688035680154,0.004152176319710923,0.9025582784860904,0.03381342906329522,0.9317382702221085,0.8484907161701741,0.2754179614985464,0.027583684844196113,0.3025481443172789,0.2353062232481419,31.134104650657587,10.80631420747874,48.41757158944672,21.81188039172356,0.051913087828955914,0.0030825461734604845,0.05498476720453154,0.048184393497593896,0.051913087828955914,0.0030825461734604845,0.768799033439544,0.03457246439339436,0.8043470262239841,0.711607040685837,0.19621316079672213,0.008133835567814681,0.20583710943065978,0.1836339944686095,73.93314972572534,11.065633245886277,92.22515352294144,62.51846315448875,0.04197175046337539,0.00046630957399829875,0.0422809037511386,0.041165285423216076,0.04197175046337539,0.00046630957399829875,0.8729886877616272,0.08151615547030433,0.27074703363059444,0.06613860218500049,40.60141660974589,26.0757969992426,0.05097284210933715,0.007612293863674102,0.05097284210933715,0.007612293863674102,159.54349530850388,59.08968431122449,0.1515643447637558,0.1515643447637558,0.7374138236045837,1.358793020248413,0.07987891137599945,0.007186918053776026,18.75675392150879,0.3292118012905121,3.2658989429473877,0.1515643447637558,43.51596450805664,9.234723091125488,29.0,122.0,43.0,36.0,50.0,59.089683532714844,12.63105297088623,40.0,123.0,58.0,49.0,68.0,54.29428482055664,9.29766845703125,36.0,114.0,54.0,47.0,61.0,173.88187433333334,train,cluster_000_biomass_173.88.png
0.9374611287876999,0.01959759653607274,0.9575417081996465,0.9164318819192145,0.3211886176365003,0.040780904253325846,0.36470247399668587,0.2785669304191513,10.606621325081992,3.319697739602485,14.168915522129979,7.200972934016709,0.05281517496641211,0.004179894260960771,0.057231022444705494,0.04843209193028945,0.05281517496641211,0.004179894260960771,0.8832805122078922,0.03463644529910815,0.9193565190366427,0.8476601069773603,0.2495465413816797,0.030994312841741374,0.28238978409321813,0.21659313259029578,19.78947553629595,5.872694013214363,25.85559443371948,13.673208791650806,0.045431189309209224,0.0032150100586208243,0.04885072983271887,0.042087851831504985,0.045431189309209224,0.0032150100586208243,0.7206070447795141,0.013772756997029269,0.7389669406373442,0.7063902248948702,0.16743192781961838,0.0032677574957720905,0.17154708034942948,0.163161887532074,47.310618448063124,2.3544714391244526,49.81868131867965,44.18433974515088,0.03686649866065566,0.00036177207400931404,0.037347066097766494,0.03644373911882989,0.03686649866065566,0.00036177207400931404,0.8471162285917021,0.09530314433072855,0.24605569561259946,0.0694580128742046,25.902238436480356,16.13167661905739,0.045037620978759,0.007196090761480095,0.045037620978759,0.007196090761480095,84.92071836821887,81.14202008928571,0.11010115593671799,0.11010115593671799,0.8019570112228394,1.2480624914169312,0.10041125863790512,0.03917946666479111,18.750041961669922,0.2173171490430832,4.451423168182373,0.11010115593671799,65.0948486328125,7.821150302886963,42.0,97.0,65.0,59.0,70.0,81.14202117919922,9.215243339538574,56.0,120.0,81.0,75.0,87.0,71.58432006835938,6.6571455001831055,51.0,98.0,71.0,67.0,76.0,195.083152,train,cluster_001_biomass_195.08.png
0.945797896757292,0.01773786867577956,0.9680350337240723,0.9242508498755158,0.26009911254502416,0.03720774027423369,0.3110181801907344,0.21944902103075212,21.57121491340255,7.041009900324537,30.121940919786113,12.71490631005781,0.03869373697377736,0.003279795842686411,0.04322999695056279,0.0350817610494801,0.03869373697377736,0.003279795842686411,0.8987431497170597,0.032618342939540385,0.9332151162488368,0.851173701296401,0.19962284157751478,0.026214427328811317,0.2300672710071166,0.1653969632549134,40.276747111700324,13.037000671850754,59.40739623552162,26.556576645418875,0.03327543449539194,0.002454089843882072,0.03611297889934499,0.02995525424541033,0.03327543449539194,0.002454089843882072,0.7578584582859612,0.02748697662371512,0.7840646103021451,0.7138029805169074,0.13241686062604235,0.00638914522545737,0.13779014558231065,0.12213745524391616,95.99856371200616,11.306024468617148,114.19966063347223,85.47660498336411,0.027004929683421504,0.000630575811362976,0.027571617126530622,0.026013692102006027,0.027004929683421504,0.000630575811362976,0.867466501586771,0.08418646270640692,0.19737960491619375,0.058513133018248016,52.615508579036344,33.39385209204183,0.032991367050863606,0.0053420468296500895,0.032991367050863606,0.0053420468296500895,199.67744739370414,91.16854671556122,0.11124840378761292,0.11124840378761292,0.8012762069702148,1.2531145811080933,0.10512268543243408,0.04449375346302986,18.74839973449707,0.22686488926410675,4.548151016235352,0.11124840378761292,73.224609375,13.653589248657227,34.0,170.0,71.0,64.0,80.0,91.16854858398438,14.130727767944336,46.0,163.0,90.0,82.0,99.0,82.30620574951172,11.333170890808105,45.0,153.0,82.0,75.0,88.0,170.5441286666667,test,cluster_002_biomass_170.54.png
0.9737051815575558,0.008689883632321087,0.9840125053680512,0.9625651865930596,0.24094984748212628,0.032252171130698226,0.28069784635309764,0.20407594693080724,55.38299965276179,18.329048964416714,78.87606829013298,33.648082158873635,0.0288303144573778,0.0023940288895066006,0.03177205437931794,0.026391600530509575,0.0288303144573778,0.0023940288895066006,0.9502051957724599,0.016152079666337586,0.9681478571340052,0.9276469514377981,0.18706715530640317,0.023250107178091926,0.21484407324494195,0.15765525921018672,104.92014062340968,34.038823256497665,152.47140444015662,67.11224838625444,0.02466493808847225,0.0018409937080481487,0.026554224919689267,0.02237285662501609,0.02466493808847225,0.0018409937080481487,0.878444723842415,0.013694921437860434,0.8932221871001605,0.857387528658223,0.12450305596934876,0.005068321722349822,0.13067748779485955,0.11693631256731672,256.53589690893136,28.877721687705304,300.8925339365622,225.472729486262,0.019458512265751376,0.000372244088892833,0.01973707398153915,0.018817623565761804,0.019458512265751376,0.000372244088892833,0.934118367057477,0.042620070066761724,0.18417335291929274,0.05291170846076652,138.94634572836762,89.9934003553264,0.024317921603867143,0.0042172331624320235,0.024317921603867143,0.0042172331624320235,1051.223109005392,81.56730309311224,0.09320411831140518,0.09320411831140518,0.8330385684967041,1.2117524147033691,0.09909963607788086,0.059544362127780914,18.751358032226562,0.19052822887897491,4.7244720458984375,0.09320411831140518,69.10794067382812,31.531919479370117,18.0,198.0,61.0,42.0,91.0,81.56730651855469,32.422569274902344,21.0,201.0,74.0,54.0,107.0,68.75625610351562,23.361665725708008,7.0,193.0,62.0,50.0,85.0,174.73295233333337,test,cluster_003_biomass_174.73.png
0.9579776570502436,0.013693173044175874,0.9743927141148006,0.941155009955329,0.2561070404423678,0.03270737392609152,0.3012909368842279,0.2183985636326231,37.41047014999898,12.194639965807877,52.39023507410192,22.780449231262157,0.03687448557237075,0.00285311602724695,0.0403991002807124,0.03363638819805406,0.03687448557237075,0.00285311602724695,0.9210251898409367,0.02495749879558021,0.9482448194984545,0.8867579229762113,0.20397789455599757,0.022891731341529907,0.2325245004903933,0.17382916364869533,70.32240152754495,22.255406535805292,100.95962033462091,46.07711797944909,0.03200041289938632,0.0021446012014733865,0.0345389843639671,0.029382537663479976,0.03200041289938632,0.0021446012014733865,0.8093131725789499,0.018908586544025205,0.8309904428442351,0.7800147586909202,0.14133915869463765,0.006630632673465102,0.14847598535888346,0.1313953653069331,169.87001479315074,17.00665907440675,196.2780179379285,150.5682980277597,0.02554630916665864,0.00047666537520130056,0.02615375763981446,0.02483720038641571,0.02554630916665864,0.00047666537520130056,0.8961053398233768,0.0662066895868444,0.20047469789766767,0.052415045178762894,92.53429549023156,59.008633974170124,0.03147373587947191,0.00508418032143614,0.03147373587947191,0.00508418032143614,444.9616692096975,82.73467394770408,0.1300804764032364,0.1300804764032364,0.7710288166999817,1.3017358779907227,0.09806946665048599,0.02783321402966976,18.7504825592041,0.29143816232681274,4.06369161605835,0.1300804764032364,64.16581726074219,17.96323013305664,33.0,118.0,66.0,48.0,79.0,82.73467254638672,21.0941162109375,46.0,136.0,85.0,64.0,100.0,76.29582214355469,14.272561073303223,45.0,130.0,78.0,64.0,87.0,206.04923733333337,train,cluster_004_biomass_206.05.png
0.9731524885971623,0.00857202491446142,0.9826903206361018,0.9632493259638195,0.28867571327448643,0.03608026508059203,0.32781759412736583,0.24900132361475372,23.1966800011422,7.410842456585184,31.75764644372549,14.945207399103236,0.03523038914097068,0.0028321766008743716,0.038125404517634624,0.0319117455062802,0.03523038914097068,0.0028321766008743716,0.9492446724055983,0.015696028605956796,0.9660960641321931,0.9299882188654331,0.22475616475319132,0.028199013098758854,0.2565316583708797,0.1940933977503021,43.86257211793463,13.572056822754034,60.5497908622908,29.29723099197698,0.030140255734593405,0.0023106470911485235,0.03293215773867683,0.02778374387865011,0.030140255734593405,0.0023106470911485235,0.8754369779823381,0.00908736075300451,0.8867090181312041,0.8613271710933507,0.14960673418476547,0.003966767967307391,0.15598557675022615,0.14535884500107757,107.72663750588296,7.900480262712397,120.03423965738867,97.9880285691111,0.023819028084966918,0.0004363319608136147,0.024532819439248774,0.023383831463973877,0.023819028084966918,0.0004363319608136147,0.9326113796616996,0.04317246498715998,0.2210128707374811,0.06272642708300047,58.26196320831992,37.35063343610716,0.029729890986843668,0.005128771109240305,0.029729890986843668,0.005128771109240305,431.7034017836139,68.4985052614796,0.13387292623519897,0.13387292623519897,0.7679435014724731,1.3210099935531616,0.07536452263593674,0.024034658446907997,18.75912857055664,1197.8551025390625,3.0323362350463867,0.13387292623519897,53.30524444580078,19.11241340637207,10.0,125.0,50.0,38.0,68.0,68.49850463867188,20.77747344970703,19.0,129.0,65.0,51.0,85.0,64.47381591796875,16.101951599121094,22.0,122.0,61.0,52.0,76.0,235.98973166666667,train,cluster_005_biomass_235.99.png
0.9410148950597111,0.0198727724500132,0.9688228580476487,0.9195861204196883,0.21735276942089962,0.0368269687891832,0.2728135380699517,0.18175261262037581,37.10872493647771,12.495090119903049,50.58295964125633,19.626381326073332,0.029280828400329716,0.002754777971563036,0.03340329429009075,0.026577909346276154,0.029280828400329716,0.002754777971563036,0.8889101627973672,0.04056324829967578,0.9250408155754345,0.8230760974482476,0.16493860572651334,0.02174910108872742,0.1863937623249822,0.13136805184512818,69.86682183111854,25.48391124049675,111.21301882239548,47.15296909248197,0.02509686156955082,0.0018817274535945878,0.026982478000387413,0.022241495538354993,0.02509686156955082,0.0018817274535945878,0.730004389582106,0.04712377854623844,0.7791418494030337,0.6534222733630414,0.1073007252662101,0.00848912256009208,0.11928288185681389,0.0954514110041036,169.66157365596382,29.54794083083075,217.70343810598405,138.91026987716674,0.020168861893606675,0.0006960146300215108,0.021018297279268967,0.019106390310173565,0.020168861893606675,0.0006960146300215108,0.8533098158130615,0.09733918099615686,0.16319736680454103,0.05151565558480055,92.21237347452002,61.13578380882362,0.024848850621162405,0.004211902468126352,0.024848850621162405,0.004211902468126352,314.8035518001984,76.4668965242347,0.08475416898727417,0.08475416898727417,0.8452261090278625,1.1876882314682007,0.062165725976228714,0.05764688178896904,18.765522003173828,0.17861609160900116,2.617422342300415,0.08475416898727417,65.11917877197266,17.396621704101562,30.0,149.0,64.0,52.0,77.0,76.4668960571289,17.742704391479492,41.0,161.0,75.0,63.0,89.0,71.96234893798828,16.445199966430664,35.0,167.0,70.0,60.0,83.0,181.91815666666665,test,cluster_006_biomass_181.92.png
0.9636472548025788,0.011558784419378385,0.9772042634417001,0.9511805967494459,0.25693821494123825,0.0347385210929033,0.3011674411175252,0.22006379194976167,29.223712813628666,9.299678858444475,39.25222707072353,18.304252081998904,0.03250521528652673,0.002665030522328369,0.03562681052138594,0.029710412833812375,0.03250521528652673,0.002665030522328369,0.9314348565339694,0.021532096681399833,0.9532375594868082,0.9027190962945376,0.19935422742332562,0.02422368144476219,0.22602053703932012,0.16914969177007178,55.137373058094056,17.33859639421782,78.32818532818574,37.59804138430315,0.02785871725948085,0.0020249472554921483,0.03001793460201988,0.025487926499055662,0.02785871725948085,0.0020249472554921483,0.8355905325240387,0.014378641356985085,0.8476319415159141,0.8110664866165443,0.13304205668328564,0.004910026229056532,0.13764415108939976,0.12484655251001714,132.352518708248,11.689581118009324,152.30136958628026,122.67867867868071,0.022230841067742087,0.000309319085342997,0.02250881308160681,0.021706573942465262,0.022230841067742087,0.000309319085342997,0.9102242146201958,0.05679812516852028,0.19644483301594987,0.0562893886604327,72.23786819332358,45.75358988442456,0.02753159120458322,0.004627467894595164,0.02753159120458322,0.004627467894595164,401.57618216999566,76.91133211096938,0.11722774803638458,0.11722774803638458,0.7916035652160645,1.2685797214508057,0.09852597862482071,0.03546490520238876,18.750635147094727,0.24304911494255066,4.390480995178223,0.11722774803638458,61.39634323120117,18.28244972229004,29.0,134.0,60.0,46.0,75.0,76.91133117675781,20.039365768432617,42.0,150.0,76.0,60.0,93.0,67.30219268798828,14.436853408813477,37.0,145.0,65.0,55.0,78.0,164.26967366666668,train,cluster_007_biomass_164.27.png
0.9754943551074131,0.00813430042616037,0.9833413467651461,0.9641664794564533,0.29264668995495585,0.033930689565380645,0.3291119931368566,0.2541588727077974,36.60684681060698,12.155340632958858,53.533632286996436,24.872737828315714,0.04186745688915651,0.003157950950678174,0.045136940766451035,0.03852972357573062,0.04186745688915651,0.003157950950678174,0.9536476727572611,0.014350397754132157,0.971373353076961,0.939438532309247,0.23394009449562014,0.02526688932075005,0.2637239271827019,0.20698219078734234,69.25329140642805,21.444479045484687,90.55381274131382,42.76613243781338,0.03623470829387466,0.002484250667361051,0.03889672725639678,0.0336037589533276,0.03623470829387466,0.002484250667361051,0.8877638340462108,0.009453727429702106,0.9040986277418119,0.8812885719721297,0.1619372499080313,0.0040033452536885,0.16730588612762584,0.15607521604439753,167.80030361742274,14.130602036860925,177.273291047153,143.37326515705462,0.029172278204159734,0.00035699277747771197,0.029633434992470488,0.028712636160234367,0.029172278204159734,0.00035699277747771197,0.9389686206369617,0.03887161664162625,0.22950801145286912,0.05881518529083721,91.22014727815258,58.12907359533101,0.035758147795730305,0.0056919839895807215,0.035758147795730305,0.0056919839895807215,746.5907904141549,79.74994021045919,0.10579416900873184,0.10579416900873184,0.812328577041626,1.2435780763626099,0.07227625697851181,0.050749097019433975,18.761341094970703,0.2547806203365326,3.0089173316955566,0.10579416900873184,66.20782470703125,27.984050750732422,20.0,185.0,58.0,42.0,84.0,79.74993896484375,27.32381248474121,41.0,178.0,72.0,56.0,101.0,74.86161041259766,20.13002586364746,25.0,184.0,69.0,60.0,87.0,147.04210766666668,train,cluster_008_biomass_147.04.png
0.963033086798254,0.011685877528084813,0.9758661972608905,0.9503526698790601,0.33373554815202905,0.03958150190194574,0.37383460942953456,0.2927595253444693,14.361912233951035,4.542980220559547,19.29095698686905,9.366211563100629,0.044392192059949306,0.003574799690579213,0.04796879203201929,0.04070273823185044,0.044392192059949306,0.003574799690579213,0.9307316586792842,0.02087828647610165,0.9524508945261533,0.9060369801805509,0.2641746206448147,0.030015149044531297,0.2955772189450549,0.23341716963395892,26.914395478225863,8.117160495015211,36.56225868725866,18.475678175712677,0.03807852585558876,0.002741022904662185,0.04093391655356291,0.03533349478018911,0.03807852585558876,0.002741022904662185,0.8324476871415624,0.009797465047934127,0.8435940504147381,0.8171321011046592,0.17959552156398892,0.0029072219793133632,0.18265121828323402,0.1766180799246386,65.1253879077788,3.852980802501983,71.21848739495321,60.81196737277889,0.030342146610180726,0.0003005834950339644,0.030703688449576865,0.030040024546682413,0.030342146610180726,0.0003005834950339644,0.9087374775397001,0.057504614913052095,0.25916856345361083,0.06926572316280596,35.46723187331856,22.35743106662126,0.03760428817523959,0.0063093050453440205,0.03760428817523959,0.0063093050453440205,194.11007701193776,65.19943797831633,0.12767542898654938,0.12767542898654938,0.7747251391410828,1.295278787612915,0.07445580512285233,0.022926090285182,18.75944709777832,0.281222939491272,3.0504274368286133,0.12767542898654938,50.74685287475586,12.213163375854492,22.0,98.0,49.0,42.0,59.0,65.1994400024414,13.932339668273926,36.0,117.0,64.0,55.0,75.0,60.66579818725586,9.65838623046875,36.0,103.0,60.0,53.0,67.0,169.4532483333333,train,cluster_009_biomass_169.45.png
